"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2005","Spain","Number","Males","Less than 1 year","Human immunodeficiency virus [HIV] disease","1",""
"2005","Spain","Number","Males","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","223",""
"2005","Spain","Number","Males","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","18",""
"2005","Spain","Number","Males","From 1 to 4 years","Tuberculosis","0",""
"2005","Spain","Number","Males","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Spain","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","1",""
"2005","Spain","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","125",""
"2005","Spain","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","2",""
"2005","Spain","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2005","Spain","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Spain","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","1",""
"2005","Spain","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","176",""
"2005","Spain","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","2",""
"2005","Spain","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2005","Spain","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Spain","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Spain","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","185,586",""
"2005","Spain","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","3,236",""
"2005","Spain","Number","Females","Total","Tuberculosis","142",""
"2005","Spain","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis","515",""
"2005","Spain","Number","Females","Total","Human immunodeficiency virus [HIV] disease","282",""
"2005","Spain","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","748",""
"2005","Spain","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","9",""
"2005","Spain","Number","Females","Less than 1 year","Tuberculosis","1",""
"2005","Spain","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Spain","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2005","Spain","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","157",""
"2005","Spain","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","13",""
"2005","Spain","Number","Females","From 1 to 4 years","Tuberculosis","2",""
"2005","Spain","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Spain","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","1",""
"2005","Spain","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","104",""
"2005","Spain","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","3",""
"2005","Spain","Number","Females","From 5 to 9 years","Tuberculosis","0",""
"2005","Spain","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Spain","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","1",""
"2005","Spain","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","105",""
"2005","Spain","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2005","Spain","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2005","Spain","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Spain","Number","Females","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","France","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","538,186",""
"2005","France","Number","Total","Total","Certain infectious and parasitic diseases (A00-B99)","10,269",""
"2005","France","Number","Total","Total","Tuberculosis","861",""
"2005","France","Number","Total","Total","Viral hepatitis and sequelae of viral hepatitis","785",""
"2005","France","Number","Total","Total","Human immunodeficiency virus [HIV] disease","917",""
"2005","France","Number","Total","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","3,054",""
"2005","France","Number","Total","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","68",""
"2005","France","Number","Total","Less than 1 year","Tuberculosis","0",""
"2005","France","Number","Total","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","1",""
"2005","France","Number","Total","Less than 1 year","Human immunodeficiency virus [HIV] disease","1",""
"2005","France","Number","Total","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","671",""
"2005","France","Number","Total","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","36",""
"2005","France","Number","Total","From 1 to 4 years","Tuberculosis","0",""
"2005","France","Number","Total","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","France","Number","Total","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","France","Number","Total","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","396",""
"2005","France","Number","Total","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","16",""
"2005","France","Number","Total","From 5 to 9 years","Tuberculosis","0",""
"2005","France","Number","Total","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","2",""
"2005","France","Number","Total","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","1",""
"2005","France","Number","Total","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","442",""
"2005","France","Number","Total","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","9",""
"2005","France","Number","Total","From 10 to 14 years","Tuberculosis","0",""
"2005","France","Number","Total","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","France","Number","Total","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","1",""
"2005","France","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","276,553",""
"2005","France","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","5,206",""
"2005","France","Number","Males","Total","Tuberculosis","443",""
"2005","France","Number","Males","Total","Viral hepatitis and sequelae of viral hepatitis","430",""
"2005","France","Number","Males","Total","Human immunodeficiency virus [HIV] disease","685",""
"2005","France","Number","Males","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","1,735",""
"2005","France","Number","Males","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","35",""
"2005","France","Number","Males","Less than 1 year","Tuberculosis","0",""
"2005","France","Number","Males","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","1",""
"2005","France","Number","Males","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2005","France","Number","Males","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","376",""
"2005","France","Number","Males","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","19",""
"2005","France","Number","Males","From 1 to 4 years","Tuberculosis","0",""
"2005","France","Number","Males","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","France","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","France","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","231",""
"2005","France","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","6",""
"2005","France","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2005","France","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","1",""
"2005","France","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","France","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","261",""
"2005","France","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","5",""
"2005","France","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2005","France","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","France","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","1",""
"2005","France","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","261,633",""
"2005","France","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","5,063",""
"2005","France","Number","Females","Total","Tuberculosis","418",""
"2005","France","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis","355",""
"2005","France","Number","Females","Total","Human immunodeficiency virus [HIV] disease","232",""
"2005","France","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","1,319",""
"2005","France","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","33",""
"2005","France","Number","Females","Less than 1 year","Tuberculosis","0",""
"2005","France","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","France","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease","1",""
"2005","France","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","295",""
"2005","France","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","17",""
"2005","France","Number","Females","From 1 to 4 years","Tuberculosis","0",""
"2005","France","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","France","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","France","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","165",""
"2005","France","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","10",""
"2005","France","Number","Females","From 5 to 9 years","Tuberculosis","0",""
"2005","France","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","1",""
"2005","France","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","1",""
"2005","France","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","181",""
"2005","France","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","4",""
"2005","France","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2005","France","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","France","Number","Females","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","France (metropolitan)","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","527,516",""
"2005","France (metropolitan)","Number","Total","Total","Certain infectious and parasitic diseases (A00-B99)","9,903",""
"2005","France (metropolitan)","Number","Total","Total","Tuberculosis","850",""
"2005","France (metropolitan)","Number","Total","Total","Viral hepatitis and sequelae of viral hepatitis","761",""
"2005","France (metropolitan)","Number","Total","Total","Human immunodeficiency virus [HIV] disease","827",""
"2005","France (metropolitan)","Number","Total","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","2,769",""
"2005","France (metropolitan)","Number","Total","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","60",""
"2005","France (metropolitan)","Number","Total","Less than 1 year","Tuberculosis","0",""
"2005","France (metropolitan)","Number","Total","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","1",""
"2005","France (metropolitan)","Number","Total","Less than 1 year","Human immunodeficiency virus [HIV] disease","1",""
"2005","France (metropolitan)","Number","Total","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","602",""
"2005","France (metropolitan)","Number","Total","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","32",""
"2005","France (metropolitan)","Number","Total","From 1 to 4 years","Tuberculosis","0",""
